pet_name,pet_species,pet_breed,pet_age_group,pet_color,pet_gender,pet_temperaments,adopter_living,adopter_activity,adopter_experience,adopter_has_kids,adopter_has_pets,adopter_hours_alone,adopter_pref_color,adopter_pref_age,adopter_pref_gender,adopter_desired_tags,color_matched,age_matched,gender_matched,is_dog,is_cat,pet_age_kitten_puppy,pet_age_young,pet_age_adult,pet_age_senior,pet_is_male,pet_is_female,pref_age_kitten_puppy,pref_age_young,pref_age_adult,pref_age_senior,pref_gender_male,pref_gender_female,tag_similarity,living_apartment,living_yard,living_no_yard,activity_relaxed,activity_moderate,activity_high,exp_first_time,exp_experienced,has_kids,has_other_pets,hours_0_3,hours_4_7,hours_8_plus,special_care_cap,pet_special_need,adopter_tag_friendly,adopter_tag_calm,adopter_tag_energetic,adopter_tag_shy,adopter_tag_playful,adopter_tag_independent,adopter_tag_affectionate,adopter_tag_protective,pet_tag_friendly,pet_tag_calm,pet_tag_energetic,pet_tag_shy,pet_tag_playful,pet_tag_independent,pet_tag_affectionate,pet_tag_protective,is_compatible
Lizzie,cat,Domestic Shorthair Mix,kitten_puppy,Tricolor,Female,Energetic; Playful; Affectionate,house_with_yard,relaxed,experienced,1,1,4_7,Gray,any,female,Independent; Friendly,0.0,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
*Delilah,dog,Australian Cattle Dog Mix,kitten_puppy,White,Female,Friendly; Energetic; Playful,house_no_yard,relaxed,experienced,1,0,4_7,Black,kitten_puppy,male,Independent,0.0,1.0,0.0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
Jax,dog,Australian Cattle Dog Mix,kitten_puppy,Brown,Male,Friendly; Energetic; Playful,apartment,relaxed,first_time,0,0,8_plus,Tabby,kitten_puppy,female,Playful; Affectionate; Shy,0.0,1.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.333333,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
*Xafi,cat,Domestic Shorthair Mix,adult,Tricolor,Female,Calm; Independent; Affectionate,house_no_yard,moderate,first_time,0,0,0_3,Black,senior,female,Calm; Playful,0.0,0.4,1.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.408248,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
Gracie,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,house_no_yard,high,experienced,0,0,8_plus,White,any,male,Independent,1.0,1.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
Skelly,cat,Domestic Shorthair Mix,kitten_puppy,Black,Female,Energetic; Playful; Affectionate,house_no_yard,moderate,experienced,1,1,4_7,Gray,senior,female,Calm; Shy,0.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,Gray,Female,Energetic; Playful; Affectionate,apartment,relaxed,experienced,0,1,0_3,Brown,adult,male,Independent; Protective,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
Indigo,dog,Australian Cattle Dog Mix,young,White,Female,Friendly; Energetic; Playful,house_no_yard,high,first_time,1,0,4_7,Gray,kitten_puppy,male,Independent; Affectionate; Playful,0.0,0.4,0.0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0.333333,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0
*Ollie,dog,Chihuahua Shorthair Mix,adult,White,Male,Friendly; Calm; Affectionate,house_with_yard,high,experienced,0,0,4_7,Tabby,kitten_puppy,female,Protective; Playful,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
*Randy,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Male,Energetic; Playful; Affectionate,house_no_yard,relaxed,experienced,0,1,0_3,Orange,any,female,Affectionate; Protective; Playful,0.0,1.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.666667,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0
Tinker Bell,dog,Chihuahua Shorthair Mix,young,White,Female,Friendly; Calm; Energetic; Playful; Affectionate,house_with_yard,high,experienced,0,1,8_plus,White,kitten_puppy,female,Affectionate; Playful; Energetic,1.0,0.4,1.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.774597,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
Kevin,cat,Domestic Shorthair Mix,young,Black,Male,Calm; Independent; Affectionate,house_with_yard,moderate,first_time,0,0,8_plus,Tabby,young,female,Independent,0.0,1.0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.57735,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
Phatty,cat,Domestic Shorthair Mix,kitten_puppy,Black,Female,Energetic; Playful; Affectionate,house_no_yard,high,experienced,1,1,8_plus,Orange,young,male,Calm,0.0,0.4,0.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0.0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
*Linux,dog,Border Collie/Labrador Retriever,young,Black,Male,Friendly; Energetic; Playful; Affectionate,house_with_yard,moderate,experienced,0,0,4_7,White,any,male,Protective,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
*Johanna,cat,Domestic Shorthair Mix,kitten_puppy,Gray,Female,Energetic; Playful; Affectionate,house_with_yard,relaxed,first_time,1,1,4_7,Brown,young,any,Protective,0.0,0.4,1.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Gia,dog,Siberian Husky/Catahoula,kitten_puppy,Tabby,Female,Friendly; Energetic; Playful,house_no_yard,moderate,experienced,1,0,0_3,White,adult,any,Friendly,0.0,0.0,1.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.57735,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Lucy,dog,Dachshund Longhair Mix,adult,Black,Female,Friendly; Calm; Affectionate,house_no_yard,moderate,experienced,1,0,4_7,White,any,female,Independent,0.0,1.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
*Wrangler,dog,Plott Hound Mix,kitten_puppy,White,Male,Friendly; Energetic; Playful,apartment,relaxed,first_time,0,0,0_3,any,young,female,Protective,1.0,0.4,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Female,Energetic; Playful; Affectionate,apartment,relaxed,experienced,0,1,8_plus,Orange,adult,female,Protective; Friendly; Playful,0.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.333333,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
Hunter,cat,Siamese Mix,adult,Brown,Male,Calm; Playful; Independent; Affectionate,house_with_yard,relaxed,first_time,0,1,8_plus,Tricolor,any,female,Shy,0.0,1.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0
Appa,dog,Anatol Shepherd Mix,young,White,Male,Friendly; Energetic; Playful; Protective,house_with_yard,moderate,first_time,0,0,0_3,Tricolor,young,male,Calm; Protective; Independent,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.288675,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0
*Emile,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Male,Energetic; Playful; Affectionate,house_no_yard,high,first_time,0,1,0_3,Orange,kitten_puppy,any,Shy; Independent; Playful,0.0,1.0,1.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.333333,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1
Andy,dog,Shih Tzu/Miniature Poodle,kitten_puppy,White,Male,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,high,experienced,0,0,0_3,Tricolor,any,female,Affectionate; Shy; Independent,0.0,1.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.258199,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0
*Gemma,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,house_no_yard,relaxed,first_time,0,0,4_7,Gray,adult,male,Friendly; Calm; Protective,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Blue,dog,Bluetick Hound Mix,young,Black,Male,Friendly; Energetic; Playful,apartment,relaxed,experienced,0,0,0_3,any,young,any,Calm; Shy; Affectionate,1.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1
Apollo,dog,Australian Cattle Dog/Labrador Retriever,kitten_puppy,Gray,Male,Friendly; Energetic; Playful; Affectionate,apartment,high,first_time,1,1,8_plus,any,young,female,Friendly,1.0,0.4,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.5,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
*Lena,cat,Domestic Medium Hair Mix,young,Tabby,Female,Calm; Independent; Affectionate,apartment,relaxed,first_time,0,0,0_3,Black,adult,female,Affectionate,0.0,0.4,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.57735,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Precious,dog,Chihuahua Shorthair Mix,kitten_puppy,White,Female,Friendly; Calm; Energetic; Playful; Affectionate,apartment,moderate,experienced,0,0,4_7,White,senior,any,Energetic; Playful; Friendly,1.0,0.0,1.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.774597,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1
Shelter Rescue,dog,Jack Russell Terrier Mix,kitten_puppy,Tricolor,Male,Friendly; Energetic; Playful,apartment,relaxed,experienced,1,0,0_3,Tricolor,senior,female,Playful; Shy,1.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.408248,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
*Turkey,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Female,Energetic; Playful; Affectionate,house_no_yard,relaxed,experienced,0,1,8_plus,Tabby,adult,female,Energetic,1.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0.57735,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Max,dog,Miniature Schnauzer Mix,adult,Black,Male,Friendly; Affectionate,house_no_yard,moderate,experienced,1,0,8_plus,Gray,any,any,Playful; Shy,0.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
*Roscoe,cat,Domestic Longhair Mix,kitten_puppy,Black,Male,Energetic; Playful; Affectionate,house_no_yard,moderate,first_time,0,1,8_plus,any,young,male,Friendly; Independent,1.0,0.4,1.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
*Lucy,dog,Chihuahua Shorthair Mix,young,White,Female,Friendly; Calm; Energetic; Playful; Affectionate,apartment,moderate,experienced,1,0,0_3,Tabby,any,female,Protective; Calm,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0.316228,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1
*Lucy,dog,Pit Bull Mix,young,Black,Female,Friendly; Energetic; Playful,apartment,relaxed,experienced,0,1,8_plus,Orange,senior,female,Calm; Shy,0.0,0.0,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
Ace,dog,American Bulldog Mix,kitten_puppy,White,Male,Friendly; Energetic; Playful,apartment,high,first_time,1,1,4_7,any,young,female,Calm,1.0,0.4,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Kareina,cat,Domestic Medium Hair Mix,senior,Tricolor,Female,Calm; Independent,house_with_yard,high,experienced,0,1,0_3,Tabby,adult,any,Friendly,0.0,0.4,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Snow Toes,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,house_with_yard,high,experienced,1,1,8_plus,any,kitten_puppy,any,Playful; Friendly; Energetic,1.0,1.0,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0.666667,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
Sophie,dog,Pit Bull Mix,adult,Black,Female,Friendly; Energetic; Affectionate,apartment,moderate,experienced,0,1,8_plus,Orange,adult,male,Friendly; Calm,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.408248,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
*Lana,cat,Domestic Shorthair Mix,young,Tricolor,Female,Calm; Independent; Affectionate,house_no_yard,relaxed,experienced,1,0,0_3,any,any,male,Friendly; Affectionate; Protective,1.0,1.0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0.333333,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
Mint,cat,Domestic Shorthair Mix,kitten_puppy,White,Female,Energetic; Playful; Affectionate,house_with_yard,relaxed,first_time,0,0,8_plus,Gray,senior,any,Calm; Energetic; Shy,0.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0.333333,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
*Goose,dog,English Pointer Mix,kitten_puppy,Tricolor,Male,Friendly; Energetic; Playful,house_with_yard,relaxed,experienced,1,0,0_3,Black,adult,any,Affectionate; Independent,0.0,0.0,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
Audrey,cat,Domestic Shorthair Mix,kitten_puppy,Tricolor,Female,Energetic; Playful; Affectionate,house_with_yard,high,first_time,0,0,8_plus,any,kitten_puppy,female,Affectionate,1.0,1.0,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.57735,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
Rocky,dog,Miniature Schnauzer Mix,adult,Gray,Male,Friendly; Affectionate,house_with_yard,relaxed,experienced,0,1,8_plus,any,kitten_puppy,female,Independent; Calm,1.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
*Willis,dog,Pit Bull Mix,adult,White,Male,Friendly; Energetic; Affectionate,house_with_yard,relaxed,experienced,1,1,0_3,Tricolor,any,female,Energetic; Shy; Affectionate,0.0,1.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.666667,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
Roma,dog,Pit Bull/Labrador Retriever,young,White,Female,Friendly; Energetic; Playful; Affectionate,house_with_yard,moderate,first_time,0,0,4_7,Black,kitten_puppy,female,Friendly; Shy; Independent,0.0,0.4,1.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.288675,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
*Mitch,dog,Pug/Staffordshire,adult,Black,Male,Friendly; Calm; Affectionate,house_no_yard,relaxed,first_time,0,1,8_plus,Tricolor,young,any,Shy; Independent,0.0,0.4,1.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
Jake,cat,Domestic Shorthair Mix,kitten_puppy,Black,Male,Energetic; Playful; Affectionate,house_no_yard,relaxed,first_time,1,0,8_plus,Tricolor,senior,female,Independent; Energetic,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.408248,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
Bugs,dog,Boxer/Pit Bull,adult,White,Male,Friendly; Energetic; Affectionate,house_no_yard,moderate,first_time,1,1,4_7,Gray,any,male,Protective; Calm,0.0,1.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
*Lena,cat,Domestic Shorthair Mix,young,Black,Female,Calm; Independent; Affectionate,apartment,relaxed,first_time,1,0,8_plus,Tricolor,any,female,Protective; Calm; Energetic,0.0,1.0,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.333333,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1
Shelter Rescue,dog,Australian Cattle Dog/Cardigan Welsh Corgi,kitten_puppy,Orange,Female,Friendly; Energetic; Playful,house_with_yard,relaxed,first_time,1,0,8_plus,Black,kitten_puppy,any,Calm; Affectionate; Shy,0.0,1.0,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
Remi,dog,Labrador Retriever Mix,kitten_puppy,Black,Female,Friendly; Energetic; Playful; Affectionate,house_with_yard,high,experienced,0,1,8_plus,Gray,adult,any,Energetic; Independent; Calm,0.0,0.0,1.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0.288675,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
*Charlie,cat,Domestic Shorthair Mix,kitten_puppy,Orange,Male,Energetic; Playful; Affectionate,house_with_yard,moderate,first_time,1,0,4_7,White,adult,male,Affectionate; Shy,0.0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0.408248,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,dog,Redbone Hound Mix,kitten_puppy,Orange,Male,Friendly; Energetic; Playful,apartment,relaxed,experienced,0,0,0_3,Gray,young,any,Friendly,0.0,0.4,1.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0.57735,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
*Quentin,cat,Domestic Shorthair Mix,kitten_puppy,Black,Male,Energetic; Playful; Affectionate,house_with_yard,moderate,first_time,0,1,8_plus,any,kitten_puppy,any,Calm; Shy,1.0,1.0,1.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
Kato,dog,Labrador Retriever/German Shepherd,kitten_puppy,Brown,Male,Friendly; Energetic; Playful; Affectionate; Protective,house_with_yard,moderate,first_time,0,1,8_plus,Brown,kitten_puppy,female,Shy; Playful; Calm,1.0,1.0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.258199,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0
Dottie,dog,Catahoula Mix,young,Black,Female,Friendly; Energetic; Playful,house_no_yard,relaxed,first_time,0,0,8_plus,Tricolor,young,female,Playful; Affectionate,0.0,1.0,1.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.408248,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
Tyson,dog,English Bulldog Mix,young,Tricolor,Male,Friendly; Energetic; Playful,house_with_yard,relaxed,first_time,1,1,8_plus,Tabby,young,male,Protective,0.0,1.0,1.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
*Guadalupe,dog,Blue Lacy Mix,young,White,Female,Friendly; Energetic; Playful,house_no_yard,relaxed,first_time,1,0,8_plus,Gray,senior,female,Protective,0.0,0.0,1.0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Max,dog,German Shepherd Mix,young,Black,Male,Friendly; Energetic; Playful; Protective,house_with_yard,moderate,first_time,1,1,4_7,White,adult,any,Affectionate; Shy,0.0,0.4,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
Shelter Rescue,dog,Anatol Shepherd Mix,kitten_puppy,White,Male,Friendly; Energetic; Playful; Protective,apartment,relaxed,first_time,0,0,0_3,Tricolor,senior,male,Affectionate; Friendly; Energetic,0.0,0.0,1.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0.57735,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
Conan,dog,Chihuahua Shorthair Mix,kitten_puppy,Brown,Male,Friendly; Calm; Energetic; Playful; Affectionate,house_no_yard,high,first_time,1,1,0_3,Tricolor,any,male,Friendly,0.0,1.0,1.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.447214,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,Tabby,Male,Energetic; Playful; Affectionate,house_no_yard,relaxed,first_time,0,1,0_3,Brown,adult,any,Affectionate; Playful,0.0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.816497,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,Tricolor,Female,Energetic; Playful; Affectionate,house_no_yard,moderate,experienced,1,0,8_plus,Tricolor,senior,female,Shy; Independent; Protective,1.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
Denver,dog,Labrador Retriever/Pit Bull,kitten_puppy,White,Male,Friendly; Energetic; Playful; Affectionate,house_no_yard,high,first_time,0,1,8_plus,White,any,female,Calm; Affectionate,1.0,1.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.353553,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
Shelter Rescue,cat,Domestic Shorthair Mix,kitten_puppy,Black,Male,Energetic; Playful; Affectionate,house_no_yard,moderate,experienced,0,0,0_3,Brown,adult,female,Affectionate; Friendly,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0.408248,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
George,cat,Domestic Shorthair Mix,kitten_puppy,Gray,Male,Energetic; Playful; Affectionate,apartment,relaxed,first_time,1,1,8_plus,Tricolor,any,female,Energetic,0.0,1.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.57735,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
*Jill,dog,Border Collie Mix,adult,Black,Female,Friendly; Energetic; Affectionate,house_no_yard,high,first_time,1,0,8_plus,Tricolor,any,male,Shy; Friendly; Protective,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.333333,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
